1.609884,1.850797,2.115451,2.405492,2.722550,3.068198,3.443917,3.851036,4.290677,4.763686,5.270555,5.811338,6.385559,6.992123,7.629220,8.294239,8.983688,9.693137,10.417179,11.149420,11.882514,12.608234,13.317587,14.000988,14.648469,15.249931,15.795437,16.275516,16.681476,17.005714,17.241990,17.385663,17.433877,17.385663,17.241990,17.005714,16.681476,16.275516,15.795437,15.249931,14.648469,14.000988,13.317587,12.608234,11.882514,11.149420,10.417179,9.693137,8.983688,8.294239,7.629220,6.992123,6.385559,5.811338,5.270555,4.763686,4.290677,3.851036,3.443917,3.068198,2.722550,2.405492,2.115451,1.850797
1.508258,1.754314,2.026028,2.325350,2.654242,3.014640,3.408406,3.837273,4.302776,4.806176,5.348367,5.929779,6.550266,7.208988,7.904301,8.633632,9.393381,10.178827,10.984070,11.802000,12.624319,13.441608,14.243462,15.018676,15.755497,16.441937,17.066122,17.616674,18.083106,18.456209,18.728406,18.894050,18.949658,18.894050,18.728406,18.456209,18.083106,17.616674,17.066122,16.441937,15.755497,15.018676,14.243462,13.441608,12.624319,11.802000,10.984070,10.178827,9.393381,8.633632,7.904301,7.208988,6.550266,5.929779,5.348367,4.806176,4.302776,3.837273,3.408406,3.014640,2.654242,2.325350,2.026028,1.754314
1.388253,1.638246,1.915852,2.223366,2.563125,2.937480,3.348740,3.799113,4.290634,4.825073,5.403833,6.027829,6.697360,7.411963,8.170265,8.969835,9.807037,10.676910,11.573067,12.487642,13.411285,14.333230,15.241426,16.122760,16.963351,17.748924,18.465243,19.098590,19.636262,20.067059,20.381736,20.573391,20.637757,20.573391,20.381736,20.067059,19.636262,19.098590,18.465243,17.748924,16.963351,16.122760,15.241426,14.333230,13.411285,12.487642,11.573067,10.676910,9.807037,8.969835,8.170265,7.411963,6.697360,6.027829,5.403833,4.825073,4.290634,3.799113,3.348740,2.937480,2.563125,2.223366,1.915852,1.638246
1.248209,1.500655,1.782685,2.096968,2.446268,2.833405,3.261205,3.732437,4.249728,4.815469,5.431695,6.099945,6.821106,7.595237,8.421388,9.297398,10.219714,11.183213,12.181058,13.204601,14.243351,15.285016,16.315646,17.319878,18.281282,19.182815,20.007355,20.738299,21.360194,21.859359,22.224465,22.447033,22.521814,22.447033,22.224465,21.859359,21.360194,20.738299,20.007355,19.182815,18.281282,17.319878,16.315646,15.285016,14.243351,13.204601,12.181058,11.183213,10.219714,9.297398,8.421388,7.595237,6.821106,6.099945,5.431695,4.815469,4.249728,3.732437,3.261205,2.833405,2.446268,2.096968,1.782685,1.500655
1.086441,1.339552,1.624190,1.943439,2.300535,2.698827,3.141733,3.632670,4.174969,4.771770,5.425882,6.139630,6.914669,7.751767,8.650583,9.609412,10.624944,11.692020,12.803430,13.949750,15.119264,16.297978,17.469753,18.616574,19.718960,20.756508,21.708555,22.554929,23.276753,23.857241,24.282445,24.541899,24.629117,24.541899,24.282445,23.857241,23.276753,22.554929,21.708555,20.756508,19.718960,18.616574,17.469753,16.297978,15.119264,13.949750,12.803430,11.692020,10.624944,9.609412,8.650583,7.751767,6.914669,6.139630,5.425882,4.771770,4.174969,3.632670,3.141733,2.698827,2.300535,1.943439,1.624190,1.339552
0.901271,1.152920,1.437968,1.759948,2.122611,2.529900,2.985901,3.494777,4.060682,4.687645,5.379422,6.139315,6.969960,7.873069,8.849151,9.897201,11.014374,12.195669,13.433631,14.718115,16.036126,17.371788,18.706452,20.018990,21.286261,22.483777,23.586515,24.569875,25.410697,26.088288,26.585398,26.889045,26.991172,26.889045,26.585398,26.088288,25.410697,24.569875,23.586515,22.483777,21.286261,20.018990,18.706452,17.371788,16.036126,14.718115,13.433631,12.195669,11.014374,9.897201,8.849151,7.873069,6.969960,6.139315,5.379422,4.687645,4.060682,3.494777,2.985901,2.529900,2.122611,1.759948,1.437968,1.152920
0.691061,0.938755,1.221592,1.543583,1.909039,2.322554,2.788960,3.313270,3.900589,4.555995,5.284379,6.090248,6.977474,7.949001,9.006496,10.149966,11.377344,12.684058,14.062624,15.502293,16.988788,18.504186,20.026987,21.532411,22.992933,24.379083,25.660461,26.806942,27.789988,28.583976,29.167464,29.524276,29.644351,29.524276,29.167464,28.583976,27.789988,26.806942,25.660461,24.379083,22.992933,21.532411,20.026987,18.504186,16.988788,15.502293,14.062624,12.684058,11.377344,10.149966,9.006496,7.949001,6.977474,6.090248,5.284379,4.555995,3.900589,3.313270,2.788960,2.322554,1.909039,1.543583,1.221592,0.938755
0.454261,0.695114,0.972660,1.291409,1.656270,2.072540,2.545875,3.082240,3.687827,4.368933,5.131800,5.982395,6.926133,7.967533,9.109808,10.354385,11.700384,13.144051,14.678200,16.291700,17.969063,19.690197,21.430396,23.160614,24.848077,26.457233,27.951022,29.292406,30.446062,31.380115,32.067783,32.488813,32.630585,32.488813,32.067783,31.380115,30.446062,29.292406,27.951022,26.457233,24.848077,23.160614,21.430396,19.690197,17.969063,16.291700,14.678200,13.144051,11.700384,10.354385,9.109808,7.967533,6.926133,5.982395,5.131800,4.368933,3.687827,3.082240,2.545875,2.072540,1.656270,1.291409,0.972660,0.695114
0.189460,0.420176,0.688861,1.000536,1.360734,1.775502,2.251390,2.795412,3.414983,4.117801,4.911690,5.804366,6.803139,7.914518,9.143734,10.494155,11.966631,13.558761,15.264138,17.071620,18.964701,20.921075,22.912483,24.904933,26.859371,28.732806,30.479908,32.054951,33.414017,34.517263,35.331085,35.830000,35.998107,35.830000,35.331085,34.517263,33.414017,32.054951,30.479908,28.732806,26.859371,24.904933,22.912483,20.921075,18.964701,17.071620,15.264138,13.558761,11.966631,10.494155,9.143734,7.914518,6.803139,5.804366,4.911690,4.117801,3.414983,2.795412,2.251390,1.775502,1.360734,1.000536,0.688861,0.420176
-0.104551,0.112309,0.368049,0.668203,1.018938,1.427081,1.900130,2.446241,3.074178,3.793225,4.613028,5.543373,6.593859,7.773473,9.090034,10.549504,12.155169,13.906706,15.799178,17.822010,19.958061,22.182899,24.464420,26.762946,29.031922,31.219259,33.269311,35.125394,36.732653,38.041049,39.008221,39.601969,39.802166,39.601969,39.008221,38.041049,36.732653,35.125394,33.269311,31.219259,29.031922,26.762946,24.464420,22.182899,19.958061,17.822010,15.799178,13.906706,12.155169,10.549504,9.090034,7.773473,6.593859,5.543373,4.613028,3.793225,3.074178,2.446241,1.900130,1.427081,1.018938,0.668203,0.368049,0.112309
