-775.000000,-775.000000,5.885085
-750.000000,-775.000000,6.796584
-725.000000,-775.000000,7.800700
-700.000000,-775.000000,8.904014
-675.000000,-775.000000,10.113018
-650.000000,-775.000000,11.433959
-625.000000,-775.000000,12.872650
-600.000000,-775.000000,14.434243
-575.000000,-775.000000,16.122966
-550.000000,-775.000000,17.941821
-525.000000,-775.000000,19.892246
-500.000000,-775.000000,21.973750
-475.000000,-775.000000,24.183525
-450.000000,-775.000000,26.516045
-425.000000,-775.000000,28.962685
-400.000000,-775.000000,31.511366
-375.000000,-775.000000,34.146251
-350.000000,-775.000000,36.847546
-325.000000,-775.000000,39.591402
-300.000000,-775.000000,42.349981
-275.000000,-775.000000,45.091691
-250.000000,-775.000000,47.781618
-225.000000,-775.000000,50.382175
-200.000000,-775.000000,52.853942
-175.000000,-775.000000,55.156699
-150.000000,-775.000000,57.250611
-125.000000,-775.000000,59.097510
-100.000000,-775.000000,60.662220
-75.000000,-775.000000,61.913846
-50.000000,-775.000000,62.826968
-25.000000,-775.000000,63.382644
0.000000,-775.000000,63.569186
25.000000,-775.000000,63.382644
50.000000,-775.000000,62.826968
75.000000,-775.000000,61.913846
100.000000,-775.000000,60.662220
125.000000,-775.000000,59.097510
150.000000,-775.000000,57.250611
175.000000,-775.000000,55.156699
200.000000,-775.000000,52.853942
225.000000,-775.000000,50.382175
250.000000,-775.000000,47.781618
275.000000,-775.000000,45.091691
300.000000,-775.000000,42.349981
325.000000,-775.000000,39.591402
350.000000,-775.000000,36.847546
375.000000,-775.000000,34.146251
400.000000,-775.000000,31.511366
425.000000,-775.000000,28.962685
450.000000,-775.000000,26.516045
475.000000,-775.000000,24.183525
500.000000,-775.000000,21.973750
525.000000,-775.000000,19.892246
550.000000,-775.000000,17.941821
575.000000,-775.000000,16.122966
600.000000,-775.000000,14.434243
625.000000,-775.000000,12.872650
650.000000,-775.000000,11.433959
675.000000,-775.000000,10.113018
700.000000,-775.000000,8.904014
725.000000,-775.000000,7.800700
750.000000,-775.000000,6.796584
775.000000,-775.000000,5.885085
800.000000,-775.000000,5.059656
-775.000000,-750.000000,5.495717
-750.000000,-750.000000,6.426986
-725.000000,-750.000000,7.458580
-700.000000,-750.000000,8.598350
-675.000000,-750.000000,9.854174
-650.000000,-750.000000,11.233800
-625.000000,-750.000000,12.744638
-600.000000,-750.000000,14.393512
-575.000000,-750.000000,16.186359
-550.000000,-750.000000,18.127886
-525.000000,-750.000000,20.221165
-500.000000,-750.000000,22.467197
-475.000000,-750.000000,24.864429
-450.000000,-750.000000,27.408258
-425.000000,-750.000000,30.090523
-400.000000,-750.000000,32.899031
-375.000000,-750.000000,35.817137
-350.000000,-750.000000,38.823417
-325.000000,-750.000000,41.891481
-300.000000,-750.000000,44.989968
-275.000000,-750.000000,48.082755
-250.000000,-750.000000,51.129422
-225.000000,-750.000000,54.085976
-200.000000,-750.000000,56.905851
-175.000000,-750.000000,59.541161
-150.000000,-750.000000,61.944150
-125.000000,-750.000000,64.068799
-100.000000,-750.000000,65.872493
-75.000000,-750.000000,67.317660
-50.000000,-750.000000,68.373287
-25.000000,-750.000000,69.016218
0.000000,-750.000000,69.232142
25.000000,-750.000000,69.016218
50.000000,-750.000000,68.373287
75.000000,-750.000000,67.317660
100.000000,-750.000000,65.872493
125.000000,-750.000000,64.068799
150.000000,-750.000000,61.944150
175.000000,-750.000000,59.541161
200.000000,-750.000000,56.905851
225.000000,-750.000000,54.085976
250.000000,-750.000000,51.129422
275.000000,-750.000000,48.082755
300.000000,-750.000000,44.989968
325.000000,-750.000000,41.891481
350.000000,-750.000000,38.823417
375.000000,-750.000000,35.817137
400.000000,-750.000000,32.899031
425.000000,-750.000000,30.090523
450.000000,-750.000000,27.408258
475.000000,-750.000000,24.864429
500.000000,-750.000000,22.467197
525.000000,-750.000000,20.221165
550.000000,-750.000000,18.127886
575.000000,-750.000000,16.186359
600.000000,-750.000000,14.393512
625.000000,-750.000000,12.744638
650.000000,-750.000000,11.233800
675.000000,-750.000000,9.854174
700.000000,-750.000000,8.598350
725.000000,-750.000000,7.458580
750.000000,-750.000000,6.426986
775.000000,-750.000000,5.495717
800.000000,-750.000000,4.657082
-775.000000,-725.000000,5.034151
-750.000000,-725.000000,5.980257
-725.000000,-725.000000,7.034561
-700.000000,-725.000000,8.206335
-675.000000,-725.000000,9.505040
-650.000000,-725.000000,10.940154
-625.000000,-725.000000,12.520963
-600.000000,-725.000000,14.256286
-575.000000,-725.000000,16.154142
-550.000000,-725.000000,18.221355
-525.000000,-725.000000,20.463089
-500.000000,-725.000000,22.882320
-475.000000,-725.000000,25.479249
-450.000000,-725.000000,28.250683
-425.000000,-725.000000,31.189378
-400.000000,-725.000000,34.283412
-375.000000,-725.000000,37.515599
-350.000000,-725.000000,40.863004
-325.000000,-725.000000,44.296619
-300.000000,-725.000000,47.781245
-275.000000,-725.000000,51.275650
-250.000000,-725.000000,54.733039
-225.000000,-725.000000,58.101870
-200.000000,-725.000000,61.327030
-175.000000,-725.000000,64.351345
-150.000000,-725.000000,67.117375
-125.000000,-725.000000,69.569425
-100.000000,-725.000000,71.655655
-75.000000,-725.000000,73.330171
-50.000000,-725.000000,74.554968
-25.000000,-725.000000,75.301602
0.000000,-725.000000,75.552466
